Atleta,Código_Posição_Wyscout,Minutos,Liga,Versão_Temporada,Posição
W. Younoussa,8,1668,FRA2,2023,Segundo Volante
X. Kouassi,4,3451,FRA2,2023,Zagueiro
Xande Silva,10,2138,FRA2,2023,Extremo
Y. Armougom,1,1124,FRA2,2023,Lateral
Y. Baldé,4,1385,FRA2,2023,Zagueiro
Y. Barbet,4,2791,FRA2,2023,Zagueiro
Y. Begraoui,12,1550,FRA2,2023,Atacante
Y. Court,10,1298,FRA2,2023,Extremo
Y. Demoncy,8,2153,FRA2,2023,Segundo Volante
Y. Kechta,8,1994,FRA2,2023,Segundo Volante
Y. Kitala,12,1462,FRA2,2023,Atacante
Y. Maçon,1,2433,FRA2,2023,Lateral
Y. Maziz,9,2064,FRA2,2023,Meia
Y. Merdji,12,1553,FRA2,2023,Atacante
Yohan Tavares,4,3054,FRA2,2023,Zagueiro
Z. Davitashvili,10,1950,FRA2,2023,Extremo
Z. Naidji,12,2168,FRA2,2023,Atacante
Z. Touré,4,2834,FRA2,2023,Zagueiro
A. Ananidze,4,1088,GEO,2023,Zagueiro
A. Andronikashvili,8,2002,GEO,2023,Segundo Volante
A. Begić,8,1395,GEO,2023,Segundo Volante
A. Chakvetadze,4,2087,GEO,2023,Zagueiro
A. Chichkan,0,1568,GEO,2023,Goleiro
A. Kalandadze,4,1929,GEO,2023,Zagueiro
A. Mekvabishvili,8,1940,GEO,2023,Segundo Volante
A. Mishov,12,1161,GEO,2023,Atacante
A. Nemsadze,1,1530,GEO,2023,Lateral
A. Shulaia,10,995,GEO,2023,Extremo
A. Verulidze,1,1335,GEO,2023,Lateral
A. Xaybulayev,9,2092,GEO,2023,Meia
Aldair Neto,7,1421,GEO,2023,Primeiro Volante
Alef,7,2995,GEO,2023,Primeiro Volante
B. Kardava,8,2885,GEO,2023,Segundo Volante
B. Makharoblidze,12,929,GEO,2023,Atacante
B. Mzwakali,10,2031,GEO,2023,Extremo
B. Osei,7,1458,GEO,2023,Primeiro Volante
B. Shubitidze,10,1012,GEO,2023,Extremo
B. Teidi,7,1893,GEO,2023,Primeiro Volante
Bull,1,1974,GEO,2023,Lateral
C. Gomez,10,1632,GEO,2023,Extremo
C. Sylla,12,1894,GEO,2023,Atacante
C. Tchamba,12,1345,GEO,2023,Atacante
Claudinei,1,1316,GEO,2023,Lateral
D. Chikhladze,9,1402,GEO,2023,Meia
D. Kereselidze,0,1382,GEO,2023,Goleiro
D. Kirkitadze,10,1425,GEO,2023,Extremo
D. Kobouri,1,2359,GEO,2023,Lateral
D. Maisashvili,4,2784,GEO,2023,Zagueiro
D. Mujiri,12,2351,GEO,2023,Atacante
D. Samurkasovi,8,1019,GEO,2023,Segundo Volante
D. Skhirtladze,12,2603,GEO,2023,Atacante
D. Tsnobiladze,4,1397,GEO,2023,Zagueiro
D. Ubilava,1,3252,GEO,2023,Lateral
D. Yurchenko,0,1425,GEO,2023,Goleiro
E. Parkinashvili,1,1467,GEO,2023,Lateral
E. Sultanishvili,8,1315,GEO,2023,Segundo Volante
F. Kljajić,0,1481,GEO,2023,Goleiro
Flamarion,10,2678,GEO,2023,Extremo
G. Apkhazava,12,986,GEO,2023,Atacante
G. Arabidze,9,2475,GEO,2023,Meia
G. Chabradze,1,1675,GEO,2023,Lateral
G. Chaduneli,4,1616,GEO,2023,Zagueiro
G. Gaprindashvili,10,1765,GEO,2023,Extremo
G. Gazdeliani,1,1491,GEO,2023,Lateral
G. Janelidze,8,2897,GEO,2023,Segundo Volante
G. Jgerenaia,4,3071,GEO,2023,Zagueiro
G. Kantaria,8,1342,GEO,2023,Segundo Volante
G. Kharaishvili,8,2348,GEO,2023,Segundo Volante
G. Kobuladze,1,1672,GEO,2023,Lateral
G. Kulua,0,2617,GEO,2023,Goleiro
G. Latsabidze,1,994,GEO,2023,Lateral
G. Lomtadze,10,1894,GEO,2023,Extremo
G. Loria,0,1262,GEO,2023,Goleiro
G. Maisuradze,1,1839,GEO,2023,Lateral
G. Mamageishvili,10,2126,GEO,2023,Extremo
G. Manjgaladze,8,1916,GEO,2023,Segundo Volante
G. Mtchedlishvili,1,1745,GEO,2023,Lateral
G. Nikabadze,12,1396,GEO,2023,Atacante
G. Papava,8,1020,GEO,2023,Segundo Volante
G. Papunashvili,12,1047,GEO,2023,Atacante
G. Sigua,8,945,GEO,2023,Segundo Volante
G. Tsitaishvili,10,1179,GEO,2023,Extremo
G. Zaria,8,2144,GEO,2023,Segundo Volante
Guti,4,1722,GEO,2023,Zagueiro
H. Gomis,10,2806,GEO,2023,Extremo
I. Akhvlediani,1,1464,GEO,2023,Lateral
I. Ashortia,12,1859,GEO,2023,Atacante
I. Bidzinashvili,8,1885,GEO,2023,Segundo Volante
I. Bughridze,10,2230,GEO,2023,Extremo
I. Gelashvili,4,1465,GEO,2023,Zagueiro
I. Kamladze,4,1031,GEO,2023,Zagueiro
I. Komakhidze,1,1662,GEO,2023,Lateral
I. Oulad Omar,9,1535,GEO,2023,Meia
I. Rukhadze,10,1326,GEO,2023,Extremo
I. Sikharulidze,12,1350,GEO,2023,Atacante
I. Tabatadze,10,1665,GEO,2023,Extremo
J. Arthur,7,2807,GEO,2023,Primeiro Volante
J. Désiré,12,1075,GEO,2023,Atacante
J. Gonçalves,8,2533,GEO,2023,Segundo Volante
J. Jinjolava,1,2744,GEO,2023,Lateral
J. Shonga,12,1195,GEO,2023,Atacante
J. Tabidze,4,1359,GEO,2023,Zagueiro
Jefinho,12,2113,GEO,2023,Atacante
K. Kakashvili,8,2260,GEO,2023,Segundo Volante
L. Asatiani,4,1699,GEO,2023,Zagueiro
L. Jordania,8,1352,GEO,2023,Segundo Volante
L. Kakubava,4,1770,GEO,2023,Zagueiro
L. Kharabadze,1,1492,GEO,2023,Lateral
L. Kharatishvili,0,1417,GEO,2023,Goleiro
L. Khmaladze,8,2528,GEO,2023,Segundo Volante
L. Khorkheli,12,1229,GEO,2023,Atacante
L. Kochladze,8,943,GEO,2023,Segundo Volante
L. Kupatadze,0,3127,GEO,2023,Goleiro
L. Kurdadze,4,1724,GEO,2023,Zagueiro
L. Kutaladze,0,1188,GEO,2023,Goleiro
L. Kvaratskhelia,10,1127,GEO,2023,Extremo
L. Lakvekheliani,1,905,GEO,2023,Lateral
L. Nonikashvili,9,2562,GEO,2023,Meia
L. Nozadze,4,2110,GEO,2023,Zagueiro
L. Odisharia,10,967,GEO,2023,Extremo
L. Osikmashvili,8,915,GEO,2023,Segundo Volante
L. Shergelashvili,1,2367,GEO,2023,Lateral
L. Shovnadze,0,1983,GEO,2023,Goleiro
L. Silagadze,10,1744,GEO,2023,Extremo
L. Tandilashvili,0,1347,GEO,2023,Goleiro
M. Abuladze,4,3033,GEO,2023,Zagueiro
M. Basheleishvili,8,1301,GEO,2023,Segundo Volante
M. Caballero,12,999,GEO,2023,Atacante
M. Gigauri,8,2253,GEO,2023,Segundo Volante
M. Jikia,1,1209,GEO,2023,Lateral
M. Kobakhidze,4,3307,GEO,2023,Zagueiro
M. Konaté,12,900,GEO,2023,Atacante
M. Kovtalyuk,12,2265,GEO,2023,Atacante
M. Olatunji,8,980,GEO,2023,Segundo Volante
M. Rom,1,2081,GEO,2023,Lateral
M. Sardalishvili,9,2311,GEO,2023,Meia
Marcondele,10,1758,GEO,2023,Extremo
N. Gagnidze,8,2409,GEO,2023,Segundo Volante
N. Kacharava,12,944,GEO,2023,Atacante
N. Kalandarishvili,1,2375,GEO,2023,Lateral
N. Kalichava,0,1285,GEO,2023,Goleiro
N. Khorkheli,10,2139,GEO,2023,Extremo
N. Kipiani,9,1257,GEO,2023,Meia
N. Lominadze,7,2150,GEO,2023,Primeiro Volante
N. Mali,1,1708,GEO,2023,Lateral
N. Sandokhadze,4,2789,GEO,2023,Zagueiro
O. Goshadze,0,1357,GEO,2023,Goleiro
O. Mamageishvili,8,2146,GEO,2023,Segundo Volante
O. Patarkatsishvili,4,2869,GEO,2023,Zagueiro
O. Vorobey,0,2725,GEO,2023,Goleiro
Ousmane Camara,10,3021,GEO,2023,Extremo
P. Gabitashvili,1,1206,GEO,2023,Lateral
P. Gudushauri,10,2280,GEO,2023,Extremo
Pedro Monteiro,4,2815,GEO,2023,Zagueiro
R. Chachua,1,1682,GEO,2023,Lateral
R. Chiteishvili,1,3195,GEO,2023,Lateral
R. Etou,4,2903,GEO,2023,Zagueiro
R. Injgia,10,1648,GEO,2023,Extremo
R. Kvaskhvadze,0,2177,GEO,2023,Goleiro
R. Lomidze,0,1159,GEO,2023,Goleiro
S. Altunashvili,8,1488,GEO,2023,Segundo Volante
S. Balić,4,2583,GEO,2023,Zagueiro
S. Burjanadze,4,965,GEO,2023,Zagueiro
S. Goglichidze,1,1172,GEO,2023,Lateral
S. Khvadagiani,4,2562,GEO,2023,Zagueiro
S. Mamatsashvili,10,1014,GEO,2023,Extremo
S. Nonikashvili,7,1365,GEO,2023,Primeiro Volante
S. Pavišić,8,1236,GEO,2023,Segundo Volante
S. Piranashvili,7,2091,GEO,2023,Primeiro Volante
T. Akhvlediani,12,1399,GEO,2023,Atacante
T. Dzotsenidze,4,2383,GEO,2023,Zagueiro
T. Gale,10,1745,GEO,2023,Extremo
T. Jangidze,4,1712,GEO,2023,Zagueiro
T. Kagayama,10,1863,GEO,2023,Extremo
T. Kapanadze,12,1067,GEO,2023,Atacante
T. Kapanadze,1,2958,GEO,2023,Lateral
T. Kikabidze,1,2205,GEO,2023,Lateral
T. Morchiladze,10,1080,GEO,2023,Extremo
T. Mosiashvili,7,1409,GEO,2023,Primeiro Volante
T. Nadaraia,1,1600,GEO,2023,Lateral
T. Patsatsia,10,2035,GEO,2023,Extremo
T. Shonia,8,2603,GEO,2023,Segundo Volante
V. Botchorishvili,4,1811,GEO,2023,Zagueiro
V. Khositashvili,1,2948,GEO,2023,Lateral
V. Kilasonia,4,2117,GEO,2023,Zagueiro
V. Mamuchashvili,1,3221,GEO,2023,Lateral
V. Patsatsia,4,2743,GEO,2023,Zagueiro
Vitinho,1,1739,GEO,2023,Lateral
Wanderson,1,3466,GEO,2023,Lateral
Y. Burychenkov,0,1069,GEO,2023,Goleiro
Y. Kucherenko,0,3510,GEO,2023,Goleiro
Z. Gigashvili,4,1500,GEO,2023,Zagueiro
Z. Marušić,12,2131,GEO,2023,Atacante
Z. Museliani,12,2612,GEO,2023,Atacante
Z. Natchkebia,10,3063,GEO,2023,Extremo
Z. Tevzadze,4,1775,GEO,2023,Zagueiro
A. Adli,11,1510,GER1,2023,Extremo
A. Caci,1,2210,GER1,2023,Lateral
A. Davies,1,2164,GER1,2023,Lateral
A. Engels,8,1544,GER1,2023,Segundo Volante
A. Hack,4,1223,GER1,2023,Zagueiro
A. Haidara,8,1532,GER1,2023,Segundo Volante
A. Hanche-Olsen,4,1640,GER1,2023,Zagueiro
A. Hložek,12,1377,GER1,2023,Atacante
A. Jung,1,2761,GER1,2023,Lateral
A. Karazor,7,2117,GER1,2023,Primeiro Volante
A. Knauff,1,1382,GER1,2023,Lateral
A. Král,7,2565,GER1,2023,Primeiro Volante
A. Kramarić,12,2590,GER1,2023,Atacante
A. Laïdouni,8,930,GER1,2023,Segundo Volante
A. Losilla,7,2903,GER1,2023,Primeiro Volante
A. Maier,10,2094,GER1,2023,Extremo
A. Pieper,4,2125,GER1,2023,Zagueiro
A. Pléa,10,1910,GER1,2023,Extremo
A. Rogel,4,1555,GER1,2023,Zagueiro
A. Schäfer,8,908,GER1,2023,Segundo Volante
A. Schwolow,0,2222,GER1,2023,Goleiro
A. Stach,8,2224,GER1,2023,Segundo Volante
Aarón Martín,1,1998,GER1,2023,Lateral
André Silva,12,1836,GER1,2023,Atacante
Angeliño,1,2840,GER1,2023,Lateral
Aurélio Buta,1,1403,GER1,2023,Lateral
B. Henrichs,1,2337,GER1,2023,Lateral
B. Pavard,1,2592,GER1,2023,Lateral
B. Schmitz,1,2567,GER1,2023,Lateral
B. Sosa,1,2109,GER1,2023,Lateral
C. Antwi-Adjei,11,2119,GER1,2023,Extremo
C. Baumgartner,12,2747,GER1,2023,Atacante
C. Brunner,1,2476,GER1,2023,Lateral
C. Ejuke,11,967,GER1,2023,Extremo
C. Führich,11,2004,GER1,2023,Extremo
C. Gamboa,1,1553,GER1,2023,Lateral
C. Groß,7,1980,GER1,2023,Primeiro Volante
C. Gruezo,7,1038,GER1,2023,Primeiro Volante
C. Günter,1,2932,GER1,2023,Lateral
C. Kramer,7,2380,GER1,2023,Primeiro Volante
C. Lenz,1,1406,GER1,2023,Lateral
C. Nkunku,12,2026,GER1,2023,Atacante
C. Trimmel,1,1945,GER1,2023,Lateral
D. Beljo,12,1203,GER1,2023,Atacante
D. da Costa,1,1338,GER1,2023,Lateral
D. Doekhi,4,2402,GER1,2023,Zagueiro
D. Drexler,9,1495,GER1,2023,Meia
D. Geiger,7,2072,GER1,2023,Primeiro Volante
D. Kamada,8,2422,GER1,2023,Segundo Volante
D. Kohr,7,2481,GER1,2023,Primeiro Volante
D. Latza,7,967,GER1,2023,Primeiro Volante
D. Ljubičić,10,1807,GER1,2023,Extremo
D. Lukébakio,10,2570,GER1,2023,Extremo
D. Malen,10,1791,GER1,2023,Extremo
D. Raum,1,1800,GER1,2023,Lateral
D. Selke,12,1245,GER1,2023,Atacante
D. Sow,8,2831,GER1,2023,Segundo Volante
D. Szoboszlai,10,2598,GER1,2023,Extremo
D. Upamecano,4,2501,GER1,2023,Zagueiro
D. Zagadou,4,1375,GER1,2023,Zagueiro
Dani Olmo,10,1372,GER1,2023,Extremo
Danilo Soares,1,1875,GER1,2023,Lateral
Diogo Leite,4,2424,GER1,2023,Zagueiro
E. Can,7,2065,GER1,2023,Primeiro Volante
E. Choupo-Moting,12,1174,GER1,2023,Atacante
E. Demirović,12,2534,GER1,2023,Atacante
E. Fernandes,4,2618,GER1,2023,Zagueiro
E. Forsberg,10,1582,GER1,2023,Extremo
E. Martel,7,2151,GER1,2023,Primeiro Volante
E. Mašović,4,2345,GER1,2023,Zagueiro
E. Millot,8,990,GER1,2023,Segundo Volante
E. Ndicka,4,2895,GER1,2023,Zagueiro
E. Palacios,8,1772,GER1,2023,Segundo Volante
E. Rexhbecaj,8,2717,GER1,2023,Segundo Volante
E. Skhiri,7,3063,GER1,2023,Primeiro Volante
E. Tapsoba,4,3085,GER1,2023,Zagueiro
F. Bredlow,0,1462,GER1,2023,Goleiro
F. Jensen,12,1015,GER1,2023,Atacante
F. Kainz,10,2454,GER1,2023,Extremo
F. Müller,0,1860,GER1,2023,Goleiro
F. Neuhaus,9,1511,GER1,2023,Meia
F. Niederlechner,12,1827,GER1,2023,Atacante
F. Nmecha,8,1976,GER1,2023,Segundo Volante
F. Rønnow,0,2823,GER1,2023,Goleiro
F. Uduokhai,4,1575,GER1,2023,Zagueiro
F. Uremović,4,1844,GER1,2023,Zagueiro
F. Wirtz,9,1165,GER1,2023,Meia
G. Haraguchi,8,1336,GER1,2023,Segundo Volante
G. Holtmann,10,1022,GER1,2023,Extremo
G. Kobel,0,2622,GER1,2023,Goleiro
G. Prömel,8,1566,GER1,2023,Segundo Volante
G. Rutter,12,1079,GER1,2023,Atacante
H. Ito,4,2777,GER1,2023,Zagueiro
H. Matriciani,1,2025,GER1,2023,Lateral
I. Bebou,12,1519,GER1,2023,Atacante
I. Gruev,7,1718,GER1,2023,Primeiro Volante
I. Ordets,4,2632,GER1,2023,Zagueiro
I. Šunjić,7,1075,GER1,2023,Primeiro Volante
Iago,1,1734,GER1,2023,Lateral
J. Bellingham,7,2886,GER1,2023,Primeiro Volante
J. Blaswich,0,2519,GER1,2023,Goleiro
J. Boëtius,8,1156,GER1,2023,Segundo Volante
J. Brandt,9,2539,GER1,2023,Meia
J. Brooks,4,1476,GER1,2023,Zagueiro
J. Chabot,4,1932,GER1,2023,Zagueiro
J. Dina Ebimbe,1,1150,GER1,2023,Lateral
J. Frimpong,1,2861,GER1,2023,Lateral
J. Gouweleeuw,4,3022,GER1,2023,Zagueiro
J. Guilavogui,4,1302,GER1,2023,Zagueiro
J. Gvardiol,4,2324,GER1,2023,Zagueiro
J. Haberer,8,2279,GER1,2023,Segundo Volante
J. Hector,1,3030,GER1,2023,Lateral
J. Hofmann,10,2856,GER1,2023,Extremo
J. Juranović,1,1022,GER1,2023,Lateral
J. Kamiński,10,2186,GER1,2023,Extremo
J. Kenny,1,2428,GER1,2023,Lateral
J. Kimmich,7,2988,GER1,2023,Primeiro Volante
J. Lindstrøm,9,1776,GER1,2023,Meia
J. Musiala,9,2322,GER1,2023,Meia
J. Omlin,0,1403,GER1,2023,Goleiro
J. Pavlenka,0,3141,GER1,2023,Goleiro
J. Roussillon,1,1073,GER1,2023,Lateral
J. Ryerson,1,2595,GER1,2023,Lateral
J. Scally,1,2355,GER1,2023,Lateral
J. Siebatcheu,12,1469,GER1,2023,Atacante
J. Stage,8,1993,GER1,2023,Segundo Volante
J. Tah,4,2683,GER1,2023,Zagueiro
J. Thielmann,10,968,GER1,2023,Extremo
J. Vagnoman,1,1621,GER1,2023,Lateral
J. Weigl,7,2051,GER1,2023,Primeiro Volante
J. Wind,12,1384,GER1,2023,Atacante
João Cancelo,1,1079,GER1,2023,Lateral
K. Adeyemi,10,1451,GER1,2023,Extremo
K. Akpoguma,4,2111,GER1,2023,Zagueiro
K. Behrens,12,1657,GER1,2023,Atacante
K. Casteels,0,3294,GER1,2023,Goleiro
K. Coman,10,1474,GER1,2023,Extremo
K. Demirbay,8,1643,GER1,2023,Segundo Volante
K. Itakura,4,2150,GER1,2023,Zagueiro
K. Jakić,4,1586,GER1,2023,Zagueiro
K. Kampl,8,1478,GER1,2023,Segundo Volante
K. Karaman,10,1077,GER1,2023,Extremo
K. Laimer,8,1551,GER1,2023,Segundo Volante
K. Mavropanos,4,2481,GER1,2023,Zagueiro
K. Onisiwo,12,2714,GER1,2023,Atacante
K. Schindler,1,1213,GER1,2023,Lateral
K. Sildillia,1,2108,GER1,2023,Lateral
K. Stafylidis,1,1125,GER1,2023,Lateral
K. Stöger,9,2771,GER1,2023,Meia
K. Trapp,0,3196,GER1,2023,Goleiro
K. Vogt,4,1908,GER1,2023,Zagueiro
L. Ajorque,12,1294,GER1,2023,Atacante
L. Barreiro,8,2320,GER1,2023,Segundo Volante
L. Bittencourt,8,1710,GER1,2023,Segundo Volante
L. Goretzka,7,1812,GER1,2023,Primeiro Volante
L. Höler,12,1599,GER1,2023,Atacante
L. Hrádecký,0,3176,GER1,2023,Goleiro
L. Kilian,4,1219,GER1,2023,Zagueiro
L. Klostermann,4,997,GER1,2023,Zagueiro
L. Kübler,1,1744,GER1,2023,Lateral
L. Maina,10,2343,GER1,2023,Extremo
L. Nmecha,12,972,GER1,2023,Atacante
L. Sané,10,2150,GER1,2023,Extremo
L. Stindl,10,1834,GER1,2023,Extremo
L. Tousart,8,3175,GER1,2023,Segundo Volante
Lee Jae-Sung,8,2023,GER1,2023,Segundo Volante
M. Arnold,7,2957,GER1,2023,Primeiro Volante
M. Bakker,1,1787,GER1,2023,Lateral
M. Bauer,4,2004,GER1,2023,Zagueiro
M. Berisha,12,1801,GER1,2023,Atacante
M. Bülter,10,2811,GER1,2023,Extremo
M. Dabbur,12,1026,GER1,2023,Atacante
M. Dárdai,4,1040,GER1,2023,Zagueiro
M. de Ligt,4,2563,GER1,2023,Zagueiro
M. Diaby,11,2855,GER1,2023,Extremo
M. Ducksch,12,3042,GER1,2023,Atacante
M. Eggestein,8,2595,GER1,2023,Segundo Volante
M. Flekken,0,3271,GER1,2023,Goleiro
M. Frey,12,924,GER1,2023,Atacante
M. Friedl,4,2807,GER1,2023,Zagueiro
M. Friedrich,4,1372,GER1,2023,Zagueiro
M. Ginter,4,3271,GER1,2023,Zagueiro
M. Götze,9,2913,GER1,2023,Meia
M. Gregoritsch,12,2242,GER1,2023,Atacante
M. Halstenberg,1,1685,GER1,2023,Lateral
M. Hummels,4,2178,GER1,2023,Zagueiro
M. Ingvartsen,12,1419,GER1,2023,Atacante
M. Jenz,4,1028,GER1,2023,Zagueiro
M. Kempf,4,2924,GER1,2023,Zagueiro
M. Koné,7,2767,GER1,2023,Primeiro Volante
M. Lacroix,4,1757,GER1,2023,Zagueiro
M. Mittelstädt,1,931,GER1,2023,Lateral
M. Neuer,0,1146,GER1,2023,Goleiro
M. Pedersen,1,1987,GER1,2023,Lateral
M. Plattenhardt,1,2596,GER1,2023,Lateral
M. Reus,9,1459,GER1,2023,Meia
M. Richter,1,1979,GER1,2023,Lateral
M. Riemann,0,3286,GER1,2023,Goleiro
M. Schwäbe,0,3281,GER1,2023,Goleiro
M. Simakan,1,1561,GER1,2023,Lateral
M. Svanberg,8,1976,GER1,2023,Segundo Volante
M. Thorsby,8,923,GER1,2023,Segundo Volante
M. Thuram,12,2690,GER1,2023,Atacante
M. van de Ven,4,3197,GER1,2023,Zagueiro
M. Veljković,4,2469,GER1,2023,Zagueiro
M. Weiser,1,2712,GER1,2023,Lateral
M. Wolf,1,1696,GER1,2023,Lateral
M. Yoshida,4,2767,GER1,2023,Zagueiro
N. Ahamada,8,1486,GER1,2023,Segundo Volante
N. Amiri,8,1064,GER1,2023,Segundo Volante
N. Elvedi,4,3051,GER1,2023,Zagueiro
N. Füllkrug,12,2672,GER1,2023,Atacante
N. Gießelmann,1,1418,GER1,2023,Lateral
N. Höfler,8,3000,GER1,2023,Segundo Volante
N. Mazraoui,1,1141,GER1,2023,Lateral
N. Schlotterbeck,4,2412,GER1,2023,Zagueiro
N. Schmidt,8,1186,GER1,2023,Segundo Volante
N. Stark,4,2238,GER1,2023,Zagueiro
N. Süle,4,2285,GER1,2023,Zagueiro
O. Baumann,0,3330,GER1,2023,Goleiro
O. Christensen,0,3211,GER1,2023,Goleiro
O. Kabak,4,2578,GER1,2023,Zagueiro
O. Kossounou,4,1641,GER1,2023,Zagueiro
Omar Marmoush,12,1583,GER1,2023,Atacante
P. Förster,9,1395,GER1,2023,Meia
P. Hincapié,4,2595,GER1,2023,Zagueiro
P. Hofmann,12,2798,GER1,2023,Atacante
P. Jaeckel,4,1287,GER1,2023,Zagueiro
P. Kadeřábek,1,1818,GER1,2023,Lateral
P. Lienhart,4,2656,GER1,2023,Zagueiro
P. Osterhage,7,1115,GER1,2023,Primeiro Volante
P. Schick,12,1019,GER1,2023,Atacante
P. Wimmer,10,1727,GER1,2023,Extremo
Paulo Otávio,1,2180,GER1,2023,Lateral
R. Andrich,8,2573,GER1,2023,Segundo Volante
R. Baku,1,2778,GER1,2023,Lateral
R. Bensebaini,1,2662,GER1,2023,Lateral
R. Borré,12,1200,GER1,2023,Atacante
R. Doan,10,2535,GER1,2023,Extremo
R. Fährmann,0,1110,GER1,2023,Goleiro
R. Gikiewicz,0,2246,GER1,2023,Goleiro
R. Gumny,1,2199,GER1,2023,Lateral
R. Khedira,7,3102,GER1,2023,Primeiro Volante
R. Knoche,4,3079,GER1,2023,Zagueiro
R. Kolo Muani,12,2784,GER1,2023,Atacante
R. Sallai,1,1064,GER1,2023,Lateral
R. Schmid,8,1640,GER1,2023,Segundo Volante
R. Skov,1,1451,GER1,2023,Lateral
R. Vargas,10,1208,GER1,2023,Extremo
R. Zalazar,9,1412,GER1,2023,Meia
R. Zentner,0,2528,GER1,2023,Goleiro
Raphaël Guerreiro,1,2452,GER1,2023,Lateral
S. Azmoun,12,1038,GER1,2023,Atacante
S. Becker,12,2676,GER1,2023,Atacante
S. Bell,4,2601,GER1,2023,Zagueiro
S. Bornauw,4,2079,GER1,2023,Zagueiro
S. Gnabry,12,2069,GER1,2023,Atacante
S. Guirassy,12,1760,GER1,2023,Atacante
S. Haller,12,1302,GER1,2023,Atacante
S. Janko,1,1235,GER1,2023,Lateral
S. Jovetić,12,983,GER1,2023,Atacante
S. Mané,12,1508,GER1,2023,Atacante
S. Nsoki,4,1399,GER1,2023,Zagueiro
S. Özcan,7,1701,GER1,2023,Primeiro Volante
S. Rode,8,1489,GER1,2023,Segundo Volante
S. Serdar,8,2148,GER1,2023,Segundo Volante
S. Terodde,12,1987,GER1,2023,Atacante
S. Tigges,12,1698,GER1,2023,Atacante
S. Widmer,1,1807,GER1,2023,Lateral
S. Zoller,10,1557,GER1,2023,Extremo
Silas,12,2128,GER1,2023,Atacante
T. Asano,11,1807,GER1,2023,Extremo
T. Hübers,4,2747,GER1,2023,Zagueiro
T. Koubek,0,1075,GER1,2023,Goleiro
T. Krauß,7,2689,GER1,2023,Primeiro Volante
T. Mohr,1,930,GER1,2023,Lateral
T. Müller,9,1766,GER1,2023,Meia
T. Ouwejan,1,978,GER1,2023,Lateral
T. Werner,12,2049,GER1,2023,Atacante
Tiago Tomás,12,1405,GER1,2023,Atacante
Tuta,4,2919,GER1,2023,Zagueiro
V. Grifo,10,2495,GER1,2023,Extremo
W. Anton,1,3171,GER1,2023,Lateral
W. Endo,8,3162,GER1,2023,Segundo Volante
W. Kanga,12,1513,GER1,2023,Atacante
W. Orbán,4,3156,GER1,2023,Zagueiro
X. Schlager,8,1625,GER1,2023,Segundo Volante
Y. Gerhardt,8,2000,GER1,2023,Segundo Volante
Y. Moukoko,12,1237,GER1,2023,Atacante
Y. Sommer,0,2795,GER1,2023,Goleiro
A. Albers,12,2558,GER2,2023,Atacante
A. Andrade,4,2241,GER2,2023,Zagueiro
A. Beck,8,1251,GER2,2023,Segundo Volante
A. Condé,8,2333,GER2,2023,Segundo Volante
A. Donkor,1,2563,GER2,2023,Lateral
A. Dźwigała,4,1277,GER2,2023,Zagueiro
A. Esswein,12,2014,GER2,2023,Atacante
A. Hoffmann,4,1977,GER2,2023,Zagueiro
A. Linde,0,2867,GER2,2023,Goleiro
A. Luthe,0,2953,GER2,2023,Goleiro
A. Mühling,8,1082,GER2,2023,Segundo Volante
A. Müller,7,1590,GER2,2023,Primeiro Volante
A. Opoku,10,1177,GER2,2023,Extremo
A. Sicker,1,992,GER2,2023,Lateral
A. Sieb,12,1722,GER2,2023,Atacante
A. Tanaka,8,1846,GER2,2023,Segundo Volante
A. Ujah,12,1983,GER2,2023,Atacante
A. Yildirim,12,940,GER2,2023,Atacante
A. Zhirov,4,3203,GER2,2023,Zagueiro
B. Ajdini,1,1873,GER2,2023,Lateral
B. Arrey-Mbi,4,1277,GER2,2023,Zagueiro
B. Atik,12,2428,GER2,2023,Atacante
B. Behrendt,4,1421,GER2,2023,Zagueiro
B. Gimber,7,2437,GER2,2023,Primeiro Volante
B. Henning,8,1281,GER2,2023,Segundo Volante
B. Hrgota,9,3150,GER2,2023,Meia
B. Humphreys,4,1160,GER2,2023,Zagueiro
B. Jatta,10,1907,GER2,2023,Extremo
B. Lasme,12,1732,GER2,2023,Atacante
B. Manu,12,2053,GER2,2023,Atacante
B. Oczipka,1,2667,GER2,2023,Lateral
B. Saller,1,1619,GER2,2023,Lateral
B. Tomiak,4,3209,GER2,2023,Zagueiro
C. Daferner,12,1654,GER2,2023,Atacante
C. Kinsombi,10,2186,GER2,2023,Extremo
C. Klarer,4,2721,GER2,2023,Zagueiro
C. Kobald,4,1522,GER2,2023,Zagueiro
C. Krempicki,8,1695,GER2,2023,Segundo Volante
C. Makridis,10,1458,GER2,2023,Extremo
C. Mathenia,0,1636,GER2,2023,Goleiro
C. Metcalfe,11,1366,GER2,2023,Extremo
C. Okoroji,1,1725,GER2,2023,Lateral
C. Piccini,4,1007,GER2,2023,Zagueiro
C. Riedel,4,910,GER2,2023,Zagueiro
C. Schindler,4,2438,GER2,2023,Zagueiro
C. Teuchert,12,1626,GER2,2023,Atacante
C. Viet,8,1385,GER2,2023,Segundo Volante
C. Zimmermann,4,2766,GER2,2023,Zagueiro
D. Abiama,12,1291,GER2,2023,Atacante
D. Diekmeier,1,1065,GER2,2023,Lateral
D. Dressel,8,3028,GER2,2023,Segundo Volante
