Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
73,T. Ocampo,Nueva Chicago Res.,Nueva Chicago,"RWF, RW, LW",RWF,11,17,0,2028-12-31,16,1042,Argentina,Argentina,,0,0,no,7.167944,3.97,4.925592,0.6,1.64,0.18,0.691394,7.143,0.1,0.78,0.6,0.78,0.52,ARG2,Testing,2026,0.3848130317299739,0.3899625852375049,0.3873878084837393
74,A. Chamorro,Los Andes,Los Andes,"LW, LAMF",LW,10,20,0,,13,997,Argentina,Argentina,right,177,0,yes,4.60526,1.26,2.709005,0.63,1.17,0.08,0.539955,7.692,0.16,1.35,0.54,0.99,0.9,ARG2,Testing,2026,0.3812054157999192,0.3705161275784125,0.3758607716891658
75,M. Maldonado,Club Atlético Mitre,Club Atlético Mitre,"LW, LAMF",LW,10,20,0,,13,706,Argentina,Argentina,,0,0,no,4.207398,1.02,1.782435,0.51,1.15,0.07,0.254362,0.0,0.05,1.27,0.64,0.76,0.38,ARG2,Testing,2026,0.1768910353338389,0.1802274159820177,0.1785592256579283
76,M. Oses,San Miguel,San Miguel,"LW, RW, CF",LW,10,20,0,2027-12-31,16,1139,Argentina,Argentina,right,175,76,yes,7.427974000000001,2.13,3.632552,0.95,1.34,0.08,0.474498,0.0,0.11,0.95,0.55,1.42,0.47,ARG2,Testing,2026,0.3353240898287325,0.3198160375102616,0.327570063669497
77,L. Córdoba,Racing Córdoba,Racing Córdoba,"RW, CF, RAMF",RW,10,21,0,,18,1605,Argentina,Argentina,,0,0,no,5.607564999999999,1.91,3.026818,0.45,2.07,0.15,0.9532379999999999,7.843,0.07,1.07,0.9,0.73,0.34,ARG2,Testing,2026,0.3673952790071383,0.3630045479461893,0.3651999134766638
78,I. Rodríguez,Atlanta,Atlanta,"LAMF, CF, AMF",LAMF,10,21,0,2028-12-31,18,947,Argentina,Argentina,,174,79,yes,4.084506,3.14,1.617381,0.57,1.43,0.29,0.570076,7.692,0.13,1.14,1.14,0.19,0.57,ARG2,Testing,2026,0.3623596020829071,0.3736876111873002,0.3680236066351036
79,M. Melendez,Chacarita Juniors,Chacarita Juniors,"RW, RAMF, RCMF",RW,10,22,0,2027-12-31,18,1609,Argentina,Argentina,,0,0,no,4.026357,1.51,1.734152,0.22,2.07,0.12,0.613495,15.385,0.03,0.73,0.17,0.62,0.06,ARG2,Testing,2026,0.3140496939273089,0.3078269990692449,0.3109383464982769
80,E. Ocampo,Colegiales,Colegiales,"RW, RCMF, RAMF",RW,10,22,0,2026-12-31,17,1153,Argentina,Argentina,right,167,60,yes,2.81062,1.48,1.247312,0.47,0.94,0.07,0.391698,5.556,0.09,0.94,0.62,0.78,0.39,ARG2,Testing,2026,0.246717503042309,0.2449797130126151,0.245848608027462
81,U. Vera,Quilmes,Quilmes,"LW, RW",LW,10,22,0,,16,1254,Argentina,Argentina,,0,0,no,2.153944,1.36,1.22,0.5,0.79,0.11,0.72,15.0,0.05,0.43,0.36,0.36,0.22,ARG2,Testing,2026,0.2793857394276092,0.2743479953060114,0.2768668673668103
82,R. Martínez,Quilmes,Quilmes,RW,RW,10,22,0,2027-12-31,16,967,Argentina,Argentina,,0,0,no,3.16296,1.68,1.766907,0.28,0.74,0.09,0.465625,6.25,0.13,0.84,0.47,0.47,0.37,ARG2,Testing,2026,0.2690808767574003,0.255073146624614,0.2620770116910071
83,P. Moyano,Defensores de Belgrano,Defensores de Belgrano,"LAMF, LW",LAMF,10,22,0,2026-06-30,18,1080,Argentina,Argentina,left,178,0,no,4.248113,2.08,1.831368,0.42,0.67,0.11,0.334269,7.143,0.12,1.33,0.92,0.75,0.5,ARG2,Testing,2026,0.3025461075664639,0.2963691388279337,0.2994576231971988
84,K. Colli,Tristán Suárez,Tristán Suárez,"LW, CF, AMF",LW,10,23,0,2026-12-31,15,977,Argentina,Argentina,unknown,0,0,no,2.947766,2.03,1.472978,0.18,1.38,0.15,0.735,12.5,0.11,1.47,0.74,0.18,0.28,ARG2,Testing,2026,0.3215817792340318,0.3127463988904395,0.3171640890622356
85,A. Hermoso,Acassuso,Acassuso,"LW, LAMF, CF",LW,10,23,0,2026-12-31,18,1435,Argentina,Argentina,,0,0,no,3.01125,1.44,1.128,0.19,2.26,0.1,0.440467,8.333,0.04,0.44,0.31,0.44,0.31,ARG2,Testing,2026,0.246136275077139,0.2286497483380635,0.2373930117076012
86,M. Lago,Colón,Colón,"LAMF, LW, LWF",LAMF,10,23,0,2027-12-31,18,1647,Argentina,Argentina,right,175,72,no,4.53357,2.46,2.624484,0.33,1.31,0.31,0.874603,12.069,0.06,1.04,0.66,0.93,0.38,ARG2,Testing,2026,0.4111707542354184,0.4213540802930471,0.4162624172642327
87,M. Sanabria,Chacarita Juniors,Chacarita Juniors,"LW, LWF, LAMF",LW,10,23,0,2026-12-31,18,1343,Argentina,Argentina,right,170,0,no,3.955757999999999,1.94,2.410653,0.54,2.01,0.13,0.4023059999999999,5.882,0.13,0.87,0.6,1.07,0.54,ARG2,Testing,2026,0.3178043661718635,0.3131834025083702,0.3154938843401168
88,V. Pereyra,Patronato,Patronato,LW,LW,10,24,0,2027-12-31,15,1121,Argentina,Argentina,left,0,0,no,4.257292000000001,1.61,2.33058,1.28,2.41,0.03,0.079992,0.0,0.14,1.36,0.48,1.77,0.72,ARG2,Testing,2026,0.3402964949262315,0.3088412450584854,0.3245688699923585
89,R. Gonzalez,Almirante Brown,Almirante Brown,"RW, CF, AMF",RW,10,24,0,2026-12-31,13,997,Argentina,Argentina,,0,0,yes,3.06768,2.71,1.35625,0.0,2.44,0.18,0.543,5.0,0.06,0.99,0.54,0.54,0.18,ARG2,Testing,2026,0.2787976851413151,0.2839286405143007,0.2813631628278078
90,F. Zicarelli,Colegiales,Colegiales,"LW, LAMF, LCMF",LW,10,24,0,2028-12-31,15,796,Argentina,Argentina,right,174,0,no,2.148586,1.24,1.129887,0.45,0.9,0.17,0.565362,7.692,0.2,1.81,1.13,1.02,0.34,ARG2,Testing,2026,0.3652461571205922,0.3653005980939446,0.3652733776072683
91,F. Benítez,Temperley,Temperley,"RAMF, RW, LAMF",RAMF,10,24,0,2026-12-31,17,1174,Argentina,Argentina,right,169,60,yes,4.677719999999999,2.22,2.759793,0.92,2.45,0.04,0.538125,6.25,0.2,1.76,0.92,1.69,0.69,ARG2,Testing,2026,0.4276289017418276,0.4560053739264803,0.4418171378341539
92,T. Almada,Almirante Brown,Almirante Brown,"LW, LAMF, AMF",LW,10,24,0,2028-12-31,18,1102,Argentina,Argentina,right,0,0,no,5.308028,1.47,2.776536,0.74,1.88,0.16,0.490492,8.696,0.09,1.31,0.82,0.57,0.41,ARG2,Testing,2026,0.3210359347706754,0.3194333396582057,0.3202346372144405
93,L. Castillo,Colegiales,Colegiales,"LW, LCMF, LAMF",LW,10,24,0,2028-12-31,17,966,Argentina,Argentina,left,172,0,no,5.40602,1.58,2.70325,0.93,1.77,0.03,0.09300000000000001,10.0,0.23,1.86,0.75,2.33,0.84,ARG2,Testing,2026,0.5381478908895891,0.5163942445009555,0.5272710676952723
94,V. Werro,Temperley,Temperley,"RAMF, RB",RAMF,10,24,0,2026-12-31,11,749,Argentina,Argentina,unknown,168,63,no,2.525689,0.84,0.84006,0.12,1.08,0.04,0.24,0.0,0.13,1.56,0.36,1.32,0.48,ARG2,Testing,2026,0.2634977177324994,0.2442028266696771,0.2538502722010882
95,F. Saccone,Deportivo Maipú,Deportivo Maipú,"LW, RW, RAMF",LW,10,24,0,2027-12-31,18,1538,Italy,Italy,right,0,0,no,5.502594,3.1,3.158445,0.59,2.98,0.2,0.41,10.714,0.15,1.17,0.64,1.05,0.64,ARG2,Testing,2026,0.4224876298795819,0.428338779458371,0.4254132046689764
96,T. Calone,All Boys,All Boys,"LW, CF, LCMF",LW,10,24,0,2028-12-31,11,738,Argentina,Argentina,right,178,75,no,3.903582,4.02,1.83098,0.85,2.32,0.24,0.732656,10.526,0.12,0.61,0.73,0.49,0.24,ARG2,Testing,2026,0.3957564165202338,0.3799932727109364,0.387874844615585
97,L. Fedele,Atlanta,Atlanta,"RAMF, RW, RCMF",RAMF,10,24,175000,2026-12-31,15,970,Argentina,Argentina,right,167,65,yes,2.877193999999999,1.48,0.926288,1.11,1.39,0.14,0.37141,14.286,0.24,1.48,0.74,0.84,0.93,ARG2,Testing,2026,0.4602833582364575,0.4341779644638133,0.4472306613501353
98,M. Machado,Racing Córdoba,Racing Córdoba,"RW, LCMF, RCMF",RW,10,25,0,,14,983,Argentina,Argentina,right,175,0,no,2.196447,0.64,0.4583699999999999,0.18,0.64,0.09,0.5481269999999999,0.0,0.05,0.73,0.09,0.64,0.27,ARG2,Testing,2026,0.2139958046199203,0.1735988325381111,0.1937973185790157
99,F. Álvarez,Atlanta,Atlanta,"RAMF, CF, RW",RAMF,10,25,0,2026-12-31,17,817,Argentina,Argentina,unknown,0,0,yes,3.857148000000001,1.65,1.984164,0.55,2.42,0.17,0.549978,15.385,0.13,0.88,0.88,0.88,0.55,ARG2,Testing,2026,0.375926288896865,0.3892439091960253,0.3825850990464451
100,M. Moravec,Central Norte,Central Norte,"RW, RAMF, RCMF",RW,10,25,0,2026-12-31,16,1013,Argentina,Argentina,right,175,73,no,5.064668,1.33,2.0444,0.36,1.6,0.16,0.710787,3.846,0.11,1.07,0.71,0.36,0.36,ARG2,Testing,2026,0.2929243885156934,0.2915948326889868,0.2922596106023401
101,F. Vedoya,Central Norte,Central Norte,"LW, AMF, DMF",LW,10,25,50000,2026-12-31,14,837,Argentina,Argentina,left,177,69,no,4.409981999999999,2.15,2.045559,0.43,1.83,0.2,0.538701,4.545,0.09,0.86,0.43,0.97,0.11,ARG2,Testing,2026,0.291943104352443,0.306713724917919,0.299328414635181
102,F. Rojas,Gimnasia y Tiro,Gimnasia y Tiro,"RW, RAMF, CF",RW,10,25,0,2026-12-31,15,1294,Argentina,Argentina,right,167,0,no,5.009074,2.43,1.6704,0.63,1.95,0.17,0.4868460000000001,4.545,0.07,0.63,0.35,0.42,0.35,ARG2,Testing,2026,0.2664004635636625,0.2667912859866276,0.266595874775145
103,T. Pozzo,Godoy Cruz,Godoy Cruz,"RW, RAMF",RW,10,25,700000,2027-12-31,18,1426,Argentina,"Argentina, Italy",left,168,65,no,5.366130000000001,1.89,2.4,0.38,1.39,0.09,0.4424,4.0,0.13,1.64,1.39,1.07,0.38,ARG2,Testing,2026,0.3158209724927005,0.3212831337280366,0.3185520531103685
104,D. Véliz,Club Atlético Güemes,Club Atlético Güemes,"LW, RW",LW,10,25,50000,,17,1267,Argentina,Argentina,left,180,0,no,4.900551999999999,1.07,2.057472,0.21,1.49,0.09,0.141848,0.0,0.05,0.5,0.85,0.43,0.43,ARG2,Testing,2026,0.1605548322178505,0.1643814131503651,0.1624681226841078
105,P. Palacio,Almagro,Almagro,"RW, RAMF, LCMF",RW,10,26,500000,2026-12-31,14,915,Argentina,Argentina,right,180,74,yes,2.164879,1.57,0.787457,0.1,1.48,0.13,0.295,0.0,0.09,0.79,0.39,0.39,0.2,ARG2,Testing,2026,0.1313777734956067,0.1450498021385941,0.1382137878171004
106,E. Hoyos,Ferro Carril Oeste,Ferro Carril Oeste,"LW, AMF, RCMF",LW,10,26,0,2027-12-31,13,844,Argentina,Argentina,left,179,0,yes,6.50624,1.07,1.920096,0.32,1.17,0.09,0.7467200000000002,6.667,0.25,1.71,0.85,0.75,1.07,ARG2,Testing,2026,0.4866335074619677,0.4543615964214467,0.4704975519417072
107,M. Diakhon,Club Brugge,Club Brugge,"LAMF, LW",LAMF,10,20,0,2029-06-30,23,925,France,"France, Senegal",right,180,70,no,6.711468,4.38,4.381116,0.68,2.24,0.12,0.195,0.0,0.2,1.17,1.46,0.49,0.58,BEL1,Testing,2026,0.2599928664552045,0.3333295493432471,0.2966612078992258
108,N. Adedeji-Sternberg,Genk,Genk,LAMF,LAMF,10,21,1200000,2028-06-30,25,1127,Belgium,"Belgium, Germany",right,179,70,no,7.506273,3.35,4.714027000000001,0.56,1.04,0.12,0.32004,4.762,0.17,1.44,1.44,1.44,0.8,BEL1,Testing,2026,0.3878120494245577,0.4215898888992239,0.4047009691618908
109,S. Saito,Westerlo,Westerlo,"RAMF, RWF, RW",RAMF,10,21,0,2029-06-30,17,916,Japan,Japan,unknown,173,0,no,3.93192,2.95,2.261588,0.2,1.38,0.11,0.19625,6.25,0.17,0.88,0.98,1.18,0.59,BEL1,Testing,2026,0.3181106349526415,0.3150248651461952,0.3165677500494183
110,M. Sonko,Gent,Gent,"LAMF, LWB, LW",LAMF,10,21,0,2028-06-30,28,989,Sweden,"Sweden, Gambia",right,176,67,no,4.185390000000001,3.28,2.910052000000001,0.46,2.0,0.17,0.272939,0.0,0.26,1.55,0.64,1.55,0.82,BEL1,Testing,2026,0.4855395251594335,0.4773530238458794,0.4814462745026564
111,T. Degreef,Anderlecht,Anderlecht,"RAMF, LAMF, RW",RAMF,10,21,0,2028-06-30,34,2098,Belgium,Belgium,right,177,70,no,2.915643,2.53,1.41438,0.3,1.54,0.11,0.602364,12.121,0.03,0.64,1.24,0.39,0.26,BEL1,Testing,2026,0.2984481490060875,0.288852562003015,0.2936503555045512
112,E. Diop,Cercle Brugge,Cercle Brugge,"LW, LAMF, LCMF",LW,10,21,0,2028-06-30,33,2841,France,"France, Senegal",right,180,70,yes,2.597265000000001,2.98,1.202614,0.25,1.05,0.21,0.601616,14.583,0.11,1.17,1.46,0.89,0.67,BEL1,Testing,2026,0.4501499870329384,0.4210411676462544,0.4355955773395963
113,J. Alcócer,Westerlo,Westerlo,LAMF,LAMF,10,21,0,2028-06-30,35,2886,Costa Rica,"Costa Rica, Nicaragua",right,185,74,no,4.42779,3.02,2.554416,0.44,1.5,0.17,0.7812,5.357,0.06,0.62,0.9,0.53,0.28,BEL1,Testing,2026,0.3275761574698406,0.3192310277329383,0.3234035926013895
114,Carlos Forbs,Club Brugge,Club Brugge,"RAMF, RW",RAMF,10,22,8000000,2029-06-30,37,2976,Portugal,"Portugal, Guinea-Bissau",left,169,62,no,4.808834999999999,4.99,3.662315,0.85,3.05,0.19,0.5736000000000001,15.094,0.21,1.6,2.66,1.09,1.03,BEL1,Testing,2026,0.609713946425815,0.5905288327961769,0.6001213896109958
115,L. Agyekum,Cercle Brugge,Cercle Brugge,"RW, RAMF, AMF",RW,10,22,0,2029-06-30,29,2020,Ghana,Ghana,right,174,70,no,2.985025000000001,1.74,0.8913840000000001,0.13,0.71,0.09,0.221748,0.0,0.16,0.62,0.89,0.49,0.45,BEL1,Testing,2026,0.1687332099794436,0.1792210499538859,0.1739771299666648
116,A. Abid,Standard Liège,Standard Liège,"RW, RAMF, RWF",RW,10,22,0,2029-06-30,34,2307,Belgium,"Belgium, Morocco",right,165,54,no,3.432528,2.42,1.601349,1.13,1.29,0.09,0.3908700000000001,9.091,0.12,1.25,1.56,0.74,0.59,BEL1,Testing,2026,0.3322282552394013,0.3205502936264686,0.326389274432935
117,N. Angulo,Sunderland,Anderlecht,"LAMF, LW",LAMF,10,23,1500000,2030-06-30,22,2054,Ecuador,Ecuador,right,182,65,no,4.602291,3.24,2.891056,0.18,2.5,0.18,0.56817,22.222,0.16,1.71,1.62,1.1,0.53,BEL1,Testing,2026,0.5420959711384539,0.546174790029921,0.5441353805841873
118,J. Steuckers,Genk,Genk,"RAMF, RW",RAMF,10,24,4000000,2028-06-30,30,1682,Belgium,Belgium,left,180,74,no,2.033878,2.84,1.285253,0.27,1.93,0.12,0.483,0.0,0.26,2.35,3.0,1.39,1.28,BEL1,Testing,2026,0.5737081692693395,0.5505961923273516,0.5621521807983455
119,C. Tzolis,Club Brugge,Club Brugge,LAMF,LAMF,10,24,10000000,2029-06-30,36,3390,Greece,Greece,right,179,73,no,4.460552,6.08,2.841822,0.56,2.73,0.43,1.169671,14.53,0.47,3.16,2.42,1.3,1.27,BEL1,Testing,2026,0.8072779841119001,0.8184157748364734,0.8128468794741867
120,I. Sebaoui,Sint-Truiden,Sint-Truiden,"LAMF, LWF, LW",LAMF,10,24,0,2028-06-30,40,3479,Belgium,"Belgium, Morocco",right,180,70,no,2.663591,2.85,1.474989,0.41,1.5,0.19,0.7493399999999998,5.618,0.11,0.72,1.19,0.39,0.47,BEL1,Testing,2026,0.3462177046636573,0.3396091507896396,0.3429134277266485
121,A. Sayyadmanesh,Westerlo,Westerlo,"RAMF, LAMF, RW",RAMF,10,24,1800000,2026-06-30,30,2402,Iran,Iran,right,182,74,no,4.311042,3.11,2.475195,0.6,1.95,0.33,0.599167,13.725,0.2,1.35,1.27,0.94,0.86,BEL1,Testing,2026,0.5356031328667122,0.5550647039722671,0.5453339184194896
122,P. Guiagon,Charleroi,Charleroi,LAMF,LAMF,10,25,1800000,2028-06-30,33,2751,Côte d'Ivoire,Côte d'Ivoire,right,169,65,no,5.497529999999999,3.4,2.9139,0.46,1.5,0.26,0.751415,12.0,0.12,1.24,1.57,0.95,0.52,BEL1,Testing,2026,0.4713743733570778,0.4826040378738727,0.4769892056154752
123,M. Aké,Zulte-Waregem,Zulte-Waregem,"LAMF, LWB, LW",LAMF,10,25,1600000,2027-06-30,30,1918,France,"France, Côte d'Ivoire",right,177,68,yes,3.705994,2.63,1.969572,0.05,1.03,0.33,0.705211,17.021,0.07,0.56,0.52,0.75,0.14,BEL1,Testing,2026,0.4184696727838608,0.4184455181475706,0.4184575954657157
124,Y. Sor,Genk,Genk,"LAMF, LW",LAMF,10,25,4000000,2027-06-30,28,1286,Nigeria,Nigeria,right,179,68,no,3.079692,3.99,1.680042,0.42,2.24,0.28,1.189965,11.429,0.11,0.98,1.33,1.26,0.42,BEL1,Testing,2026,0.4627491183132567,0.4795379256042012,0.4711435219587289
125,R. Saïd,Standard Liège,Standard Liège,"LAMF, LW, LWF",LAMF,10,26,1200000,2028-06-30,37,2982,Comoros,"Comoros, France",right,178,73,no,5.189283000000001,3.92,3.411928000000001,0.66,1.36,0.32,0.967324,8.989,0.12,0.66,1.15,1.12,0.48,BEL1,Testing,2026,0.4715803269416946,0.4684680556202826,0.4700241912809885
126,T. Verlinden,OH Leuven,OH Leuven,"LW, LWB, LB",LW,10,26,1300000,2028-06-30,26,1586,Belgium,"Belgium, France",right,174,69,no,5.39125,2.04,4.71107,0.28,1.36,0.05,0.5082239999999999,11.765,0.23,1.42,0.45,2.78,1.02,BEL1,Testing,2026,0.5667057891111555,0.5568089305889976,0.5617573598500765
127,A. Muja,Sint-Truiden,Sint-Truiden,"RAMF, RWF, RW",RAMF,10,27,4500000,2027-06-30,26,1978,Albania,"Albania, Kosovo",right,179,69,yes,3.09472,3.19,2.004408,0.82,2.64,0.25,0.6820609999999999,14.286,0.13,1.18,1.27,1.05,0.41,BEL1,Testing,2026,0.4672582755452416,0.4658914883023466,0.466574881923794
128,A. Bernier,Charleroi,Charleroi,"RAMF, LAMF",RAMF,10,28,700000,2028-06-30,38,2526,Belgium,Belgium,right,170,68,no,3.242896,3.74,1.31843,0.68,2.07,0.14,0.60399,18.421,0.11,0.71,1.21,0.43,0.43,BEL1,Testing,2026,0.4199545415753775,0.4000797230394846,0.410017132307431
129,A. Jahanbakhsh,Dender,Dender,"RAMF, LW, CF",RAMF,10,32,3000000,2026-06-30,21,1013,Iran,Iran,right,180,78,no,2.398892,2.84,0.9761789999999999,0.27,2.04,0.17,0.53328,5.556,0.03,0.8,1.07,0.18,0.27,BEL1,Testing,2026,0.2680621062908103,0.2627850399979202,0.2654235731443653
130,J. Ito,Genk,Genk,"RAMF, LAMF, LW",RAMF,10,33,8000000,2028-06-30,28,1890,Japan,Japan,right,177,66,no,3.57372,3.0,2.430256,0.76,1.81,0.24,0.8588809999999999,17.143,0.25,2.05,1.33,1.57,1.14,BEL1,Testing,2026,0.643196354965179,0.6302710336033934,0.6367336942842862
131,R. van La Parra,Beerschot VA,Beerschot VA,"RAMF, CF, RW",RAMF,10,35,250000,2026-06-30,30,2165,Netherlands,"Netherlands, Suriname",right,181,72,no,5.320935,4.16,2.45387,0.62,1.29,0.31,1.040892,9.836,0.1,0.58,1.0,0.87,0.29,BEL2,Testing,2026,0.4213577068689081,0.4420129872898306,0.4316853470793692
132,R. M'Barki,Patro Eisden,Patro Eisden,"LW, LB",LW,10,31,0,,27,1276,Belgium,"Belgium, Morocco",right,173,68,no,6.629045,1.97,3.811098,0.56,2.68,0.08,0.282194,5.556,0.22,1.13,0.35,1.48,0.63,BEL2,Testing,2026,0.4048933049278893,0.3803753287293408,0.392634316828615
133,K. Hazard,Liège,Liège,"RW, CF, RAMF",RW,10,30,600000,2027-06-30,25,1366,Belgium,Belgium,right,172,71,no,5.402591999999999,3.1,2.635399,0.4,2.83,0.18,0.724997,7.692,0.16,1.05,1.52,1.45,0.86,BEL2,Testing,2026,0.4946350056517078,0.4867710031701267,0.4907030044109172
134,S. Van Aerschot,Lokeren-Temse,Lokeren-Temse,"LAMF, RDMF, LW",LAMF,10,30,0,2027-06-30,23,1629,Belgium,Belgium,,184,76,no,2.264122,2.43,0.827469,0.06,0.55,0.14,0.443592,18.182,0.06,0.61,1.33,0.39,0.17,BEL2,Testing,2026,0.3176502172518801,0.2998029673383347,0.3087265922951073
135,D. Mouchamps,Liège,Liège,"RW, RB",RW,10,30,250000,2027-06-30,20,927,Belgium,Belgium,right,172,70,no,1.552612,1.07,0.874344,1.07,2.04,0.03,0.195,25.0,0.12,0.97,0.29,1.07,0.68,BEL2,Testing,2026,0.412354602560712,0.4058633848711138,0.4091089937159129
136,C. Lavie,Francs Borains,Francs Borains,"LW, CF, LAMF",LW,10,29,300000,2027-06-30,31,1982,France,France,right,0,0,no,3.178032,3.41,1.90647,0.68,2.41,0.26,0.5445700000000001,3.077,0.15,1.32,1.04,1.27,0.64,BEL2,Testing,2026,0.4169971714553043,0.4323100741723971,0.4246536228138507
137,K. Abrahams,SK Beveren,SK Beveren,"RAMF, RW",RAMF,10,29,100000,2027-06-30,26,1934,South Africa,South Africa,right,172,65,no,2.279997,4.42,1.022712,0.0,1.3,0.24,0.793296,22.222,0.24,1.44,1.3,0.84,0.84,BEL2,Testing,2026,0.6009793258627607,0.5913174186417355,0.596148372252248
138,B. Bruggeman,Liège,Liège,"LW, LAMF",LW,10,29,300000,2027-06-30,23,2032,Belgium,Belgium,,186,77,no,2.48148,3.99,1.552375,1.02,3.45,0.15,0.2654199999999999,3.846,0.18,1.46,1.37,1.06,0.89,BEL2,Testing,2026,0.3617116286174793,0.4012569984503426,0.3814843135339109
139,A. Brrou,Lokeren-Temse,Lokeren-Temse,"RAMF, RW",RAMF,10,27,0,2027-06-30,31,2691,Belgium,"Belgium, Morocco",right,170,0,no,4.383586,4.52,2.14,0.74,2.91,0.17,0.567557,8.475,0.12,1.04,2.04,0.74,0.6,BEL2,Testing,2026,0.3915147605976439,0.4124661904272941,0.4019904755124689
140,I. Boonen,Lokeren-Temse,Lokeren-Temse,"LAMF, LW",LAMF,10,27,200000,2026-06-30,25,1094,Belgium,Belgium,left,177,74,no,1.7277,2.14,0.7425,0.16,0.58,0.21,0.5775,6.25,0.06,0.74,0.99,0.33,0.41,BEL2,Testing,2026,0.2699235900962576,0.2671686629073362,0.2685461265017969
141,Iñaki Elejalde,Lokeren-Temse,Lokeren-Temse,"LAMF, LW, RW",LAMF,10,27,150000,2027-06-30,24,905,Spain,Spain,right,176,69,no,5.169696,4.38,3.281607,0.7,1.19,0.31,0.497846,4.348,0.05,0.99,0.9,0.7,0.4,BEL2,Testing,2026,0.3304533153030151,0.3557276374522045,0.3430904763776098
142,S. Paulet,Liège,Liège,"RAMF, RW, AMF",RAMF,10,26,0,2027-06-30,16,973,Belgium,Belgium,right,179,68,no,2.035222,1.94,0.926288,0.09,1.48,0.18,0.5538,23.077,0.14,1.2,1.2,0.46,0.18,BEL2,Testing,2026,0.4072529089302098,0.4113309129958393,0.4092919109630245
143,J. Margaritha,SK Beveren,SK Beveren,"LAMF, LW",LAMF,10,26,0,2028-06-30,31,2394,Netherlands,"Netherlands, Curaçao",right,181,72,no,6.164747999999999,5.9,5.037837,0.68,4.51,0.26,1.239602,9.459,0.35,2.11,1.47,2.44,1.02,BEL2,Testing,2026,0.7001372284537329,0.7150298890256761,0.7075835587397045
144,T. Reyners,Lommel SK,Lommel SK,"LW, CF, LAMF",LW,10,26,1200000,2028-06-30,36,3234,Belgium,Belgium,right,170,63,no,3.812574,3.14,2.03136,0.47,1.31,0.16,1.0,6.944,0.15,1.31,1.22,1.22,0.92,BEL2,Testing,2026,0.476287081412031,0.4814884087641165,0.4788877450880737
145,T. Lake,Olympic Charleroi,Olympic Charleroi,"LWF, CF, LW",LWF,11,25,175000,2026-06-30,24,1165,Netherlands,"Netherlands, Sint Maarten",right,175,68,no,4.792178,2.39,1.77735,0.15,1.93,0.31,1.23417,8.571,0.16,0.93,1.16,0.46,0.54,BEL2,Testing,2026,0.4164880429177716,0.4264109428640186,0.4214494928908951
146,K. Masui,Beerschot VA,Beerschot VA,"LAMF, LW",LAMF,10,25,0,2028-06-30,14,1081,Japan,Japan,right,172,67,yes,4.082109,2.83,2.164848,0.67,0.75,0.26,0.9998999999999999,7.407,0.08,0.5,1.08,1.5,0.75,BEL2,Testing,2026,0.4806623000679872,0.4483012600829476,0.4644817800754674
147,I. Nuhu,Eupen,Eupen,LW,LW,10,24,800000,2027-06-30,30,2581,Ghana,Ghana,right,171,60,no,3.65956,2.37,1.393194,0.28,1.57,0.22,0.766186,15.517,0.16,1.36,1.26,0.35,0.35,BEL2,Testing,2026,0.388900136656795,0.3980166183875998,0.3934583775221974
148,P. Kestens,RWD Molenbeek,RWD Molenbeek,"RW, CF, LW",RW,10,24,150000,2026-06-30,28,1849,Belgium,Belgium,right,172,66,no,2.531468,1.9,1.365,0.29,2.0,0.21,0.533775,11.765,0.12,0.83,0.88,0.49,0.34,BEL2,Testing,2026,0.3327416467590612,0.3294959466947273,0.3311187967268943
149,F. Mabani,RFC Seraing,RFC Seraing,"LW, LB, LAMF",LW,10,24,150000,2027-06-30,14,940,Congo DR,"Congo DR, Belgium",left,166,62,no,3.540424,1.24,1.914324,1.15,1.53,0.05,0.29,66.667,0.04,0.77,0.48,1.34,0.29,BEL2,Testing,2026,0.4258861731415801,0.4292403683847157,0.4275632707631478
150,L. Delaurier-Chaubet,Eupen,Eupen,"RW, RWF, RCMF",RW,10,24,0,2027-06-30,23,1643,France,France,left,173,60,no,2.84986,2.08,1.260849,0.82,1.21,0.17,0.765388,20.0,0.15,1.26,1.75,0.55,0.44,BEL2,Testing,2026,0.4641565270503448,0.4495323201257851,0.4568444235880649
151,L. Florică,Olympic Charleroi,Olympic Charleroi,"RW, RWF, CF",RW,10,23,50000,2027-06-30,30,1896,Romania,Romania,left,181,0,no,1.660356,2.23,0.665994,0.05,1.14,0.19,0.4758239999999999,3.448,0.03,0.43,0.47,0.52,0.24,BEL2,Testing,2026,0.2246937316127251,0.2150886293533951,0.2198911804830601
152,P. Wydra,Francs Borains,Francs Borains,"RW, CF, RAMF",RW,10,23,200000,2027-06-30,25,1498,Austria,Austria,left,180,65,no,1.863204,1.44,0.7800239999999999,0.24,1.02,0.07,0.180054,9.524,0.13,1.26,0.9,0.54,0.06,BEL2,Testing,2026,0.1882158869480482,0.2043080122745397,0.1962619496112939
