Liga,Temporada,player_id,Atleta,Clube,Minutos,most_played_position,função,Posição,Passes criativos (p90),xT Passes no último terço (p90),xT Passes para último terço (p90),xT Passes (p90),xT Cruzamentos (p90)
BRA1,2024,317747.0,Lucas Kal,Atletico GO,1298.0,MC,Meio Campo,Segundo Volante,-1.2277759359930591,-0.8517664953531753,0.4101213427819507,-0.3647231629275206,-0.5590964175762069
BRA1,2024,318247.0,Matheusinho,Criciuma,1755.0,AMC,Meio Campo,Meia,0.4389918896027971,0.5386234602817784,-0.3966963277310502,0.068446753346128,0.5345361012539427
BRA1,2024,318252.0,Lucas Mineiro,Cuiaba,2700.0,MC,Meio Campo,Segundo Volante,-1.038795764303751,-1.025801443427996,-0.4330403606577665,-0.5695878083310315,-0.8940534752471958
BRA1,2024,318676.0,Marlon Freitas,Botafogo RJ,2672.0,DMC,Meio Campo,Primeiro Volante,0.9892885003211926,1.0251182718806546,3.118637353668668,2.347060039049564,-0.2457344208334184
BRA1,2024,319406.0,Matheus Rossetto,Fortaleza,1689.0,DMC,Meio Campo,Primeiro Volante,-0.9499204967504896,-0.912354150795846,1.0976371678962935,1.18097065915736,-0.8089042368989138
BRA1,2024,320349.0,Filipe Machado,Cruzeiro,1130.0,MC,Meio Campo,Segundo Volante,-0.2358030574176629,-0.7299460213419099,-0.816672766151013,-0.635405842323747,0.3288392063203184
BRA1,2024,321846.0,Lima,Fluminense,2074.0,DMC,Meio Campo,Primeiro Volante,-0.3149758107460681,-0.0768718789617359,-0.2886416968819428,-0.2719861305326416,-0.0850421898980702
BRA1,2024,326607.0,Lucas Sasha,Fortaleza,1362.0,DMC,Meio Campo,Primeiro Volante,-0.4867880212886153,-0.8875916301139276,-0.6713184292306975,-0.8989060524274937,-0.7966391437938221
BRA1,2024,328510.0,Jean Carlos,Juventude,1170.0,AMC,Meio Campo,Meia,-0.0369788217602003,-0.423903830987264,-0.5526720759983315,-1.1566588338402808,0.4271551952544845
BRA1,2024,332151.0,Matías Zaracho,Atletico MG,961.0,MC,Meio Campo,Segundo Volante,-0.5481921870711169,-0.4146458917517196,-0.7000019137060279,-0.8607882470703954,-0.6903260666176851
BRA1,2024,334972.0,Alan Franco,Atletico MG,1923.0,MC,Meio Campo,Segundo Volante,-0.8679536473229409,-0.5088228785788775,-0.8527284835744318,-0.92867623872766,-0.7024072960234345
BRA1,2024,337817.0,Jefferson Savarino,Botafogo RJ,2234.0,AMC,Meio Campo,Meia,1.689957274830295,1.3228414471486951,-0.5319859206083295,-0.0366098598021366,1.4443848845125724
BRA1,2024,342058.0,Cauly,Bahia,2890.0,AMC,Meio Campo,Meia,1.086613682625238,1.0829181401634884,-0.1291136792095141,0.1817960163337989,0.6663362531907249
BRA1,2024,344723.0,Gonzalo Freitas,Atletico GO,943.0,DMC,Meio Campo,Primeiro Volante,-1.347661684151064,-1.0078779350850238,-0.9425547650684284,-1.0597113360430237,-0.8551078038092247
BRA1,2024,344767.0,Mathías Villasanti,Gremio,2622.0,DMC,Meio Campo,Primeiro Volante,-0.2464650515477638,0.0797154412055585,0.0886665187078653,1.0802660530906,-0.34101306649238
BRA1,2024,345389.0,Nicolás de la Cruz,Flamengo,1122.0,DMC,Meio Campo,Primeiro Volante,3.5806008297264347,3.0564251786901813,4.1022670091474325,3.3884483946252035,1.3294568524360182
BRA1,2024,348667.0,Matheus Henrique,Cruzeiro,1364.0,MC,Meio Campo,Segundo Volante,-0.1238484975492538,0.2599034795678123,-0.3293402544755687,-0.1689157875143795,-0.1280185206522599
BRA1,2024,349214.0,Igor Gomes,Atletico MG,1561.0,MC,Meio Campo,Segundo Volante,-0.0824872766379064,0.0745948561808945,-0.0990890325518917,-0.3135097970862006,0.1663021295371425
BRA1,2024,349707.0,Matheus Fernandes,Red Bull Bragantino,928.0,DMC,Meio Campo,Primeiro Volante,-0.8639594859049655,-0.6679268169812818,-0.3242556654219443,-0.9041022810534904,-0.8657904829033575
BRA1,2024,352932.0,Ricardo Ryller,Vitoria,1149.0,MC,Meio Campo,Segundo Volante,-0.3915256091316352,-0.995037861135104,0.0292464268056905,-0.4706163323421953,-0.4943626060728463
BRA1,2024,355659.0,Jean Lucas,Bahia,3157.0,MC,Meio Campo,Segundo Volante,-0.6307635995273715,-0.0109043390278044,-0.2842261687299731,-0.3583131082997948,-0.5689883724924575
BRA1,2024,355710.0,Gregore,Botafogo RJ,2512.0,DMC,Meio Campo,Primeiro Volante,-0.304804601021128,0.2060948988928332,2.397069337304858,2.3033399307033577,-0.2270357605800498
BRA1,2024,358737.0,Raul,Red Bull Bragantino,1480.0,MC,Meio Campo,Segundo Volante,-0.4513758929857155,-0.7350118185114217,0.0877508071984907,-0.4167952960022994,-0.8602005673403116
BRA1,2024,360288.0,Luan Silva,Vitoria,1743.0,DMC,Meio Campo,Primeiro Volante,-0.9506869343541496,-1.093030543307702,-1.217985237780005,-0.9952235615754106,-0.7667622344095865
BRA1,2024,363107.0,Álvaro Barreal,Cruzeiro,1654.0,MC,Meio Campo,Segundo Volante,0.3015553778476795,0.3962703179047339,0.156392396598501,0.059228559194422,1.0593157304736225
BRA1,2024,363129.0,Eric Ramires,Red Bull Bragantino,1243.0,MC,Meio Campo,Segundo Volante,-0.7796636303031976,-0.6956602030001768,-0.767527959653412,-1.0816562750428498,-0.671205778010692
BRA1,2024,365617.0,Pepê,Gremio,1423.0,DMC,Meio Campo,Primeiro Volante,-0.923638054425104,-0.2662743346676303,0.0552028144092888,0.307608343879471,-0.5978273841863558
BRA1,2024,366428.0,Fausto Vera,Corinthians,2175.0,MC,Meio Campo,Segundo Volante,-0.7779196643373072,-0.6262744568328765,-0.2014261484830115,-0.1397647090324604,-0.6643505730394037
